评分,评论内容,评论时间,点评总数,上传图片
5.0,对旅途的第一家酒店非常满意~干净舒适，服务态度也很好，接待的是叶子和小刘，非常有耐心带我们去房间，中途我需要寄东西回家，直接跟他们说一下，快递员就上门收件了，哈哈想放图发现把我家先生拍进去了，打个码~重点强调！！马桶舒服得很！像是日本进口来的 巴适得很！晚上还有提供酸奶喝，五星好评都不够~得要一百星~特别是现在刚到成都的酒店，发现价格高，房间小，马桶还没有温暖的马桶盖…内心落差不是一般的大，好想回去继续住,发表于2019-12-24,2.0,5.0
5.0,非常干净舒适完美的酒店，闹中取静，服务周到，前台主动帮我从迷你房升级了房型，房间简约开放空间大，洗澡水热，早上的早餐28元一份也十分丰富。小汐的服务很好，还给了我酸奶。以后来重庆会再选择这里。门口下坡就是公交站，左转走3分钟就是大溪沟站，楼下还有超市。,发表于2019-12-21,7.0,9.0
5.0,第一次到重庆，看点评说丽呈酒店不错，就选择了！结果是太惊喜！服务特别的好，特别周到，前台可可，凡凡热情细心！酒店环境很好，干净卫生！不错的选择！,发表于2020-04-13,3.0,
5.0,在网上找了很多家，这家是评价最好的，果然没让我失望。酒店位置和洪崖洞有两站路，闹中取静，出门走20米左右就是地铁站，非常方便，停车也很方便。重点是酒店的服务真的很好，第一天入住，还送了我和老公酸奶，意外惊喜，虽然酒店没有早餐，我们早上在酒店吃了一次，干净卫生，价格也不贵，良心酒店！本来订的标间，酒店也免费升级成豪华大床房，房间设计温馨，每个桌子四周还包了防撞条，浴缸，马桶也看起来光洁如新，体验非常棒，酒店大厅不大，也装修的很有情调，严重怀疑酒店老板是海龟，设计都很人性化，已经推荐给其它小伙伴了！不是拖，是真实感受额！,发表于2019-10-25,1.0,6.0
4.5,入住时觉得挺不错的 设施蛮新的 服务也挺好 只是第一天晚上洗澡的时候发现有一条浴巾上有一根长长的头发（入住人皆短发） 第三天洗澡的时候又发现两条浴巾上各有一根长头发 所以给人感觉不太好,发表于2019-11-28,5.0,9.0
5.0,位置很中心，前台叶子人超级好，本来晚上8点的飞机，在加钟点房的时候时间还多给我们1小时，小姐姐们一个个人都非常好，房间也很干净，特别值得入住,发表于2020-04-06,2.0,
5.0,"真有点舍不得走，住得舒服！开心！温暖！所以连住几天。。这是我之后出去旅游指定入住的酒店之一！希望每个城市都会有来住！！这几天,谢谢前台的小哥哥小姐姐贴心的照顾。。每天送我酸奶，让我在这重口味的城市可以肠胃舒服，吃得放心！谢谢清洁阿姨每天辛勤劳动帮我清洁房间让我住得舒服。。谢谢您们让我有回家的感觉！！特别要谢谢来住成都的小姐姐与重庆来住的阳光的连接。。让我顺利找到喜欢的房间入住。。谢谢您们贴心的每一位！！我会再来的！很高兴认识您们！！",发表于2019-11-18,13.0,27.0
5.0,不管服务，环境，还是地理位置，可以说是非常好了！前台的几位工作人员都很热情。前台的饼干很好吃，后面还送了我一袋，退房时候可可还问说需不需要给你一瓶水！善良的妹纸,发表于2020-03-27,4.0,
5.0,酒店出行很方便，大溪沟A口出来过马路左转再右转上坡就到了。订的城市江景房，可以看到大溪沟站来往列车和对岸的景色，晚上还可以看夜景。酒店门口有个鸟巢，好像可以少去一个网红景点。酒店离大礼堂挺近的，还有个沃尔玛，买东西方便。酒店服务也不错，有入住礼物，退房也很高效。前台的小刘，竹林，葵花一直微笑服务，能为住客着想，很满意。,发表于2019-10-06,6.0,40.0
5.0,位置好交通方便，距离二号地铁大溪沟站和公交大溪沟静园站很近，离重庆市委市政府和大礼堂也不远，附近有餐饮小吃，其中美美火锅味道很好。酒店是新开的，装修不错，房间较大，卫生好，热水空调网络好，配有冲洗马桶，第一次在国内看到。酒店员工服务好，可以无偿送矿泉水和酸奶。住了四晚，第二晚开始为我们免费升级房间，非常感谢。有机会再到重庆会再次选择此酒店。 建议：可以在迷你房放个椅子以便放衣物。,发表于2020-01-14,3.0,1.0
5.0,特别好，服务好，升级了房间，送了小礼物，主要是酒店得环境，卫生，本人非常喜欢，服务热情，现在�酒店一般都很热情，主要是设施，环境，卫生，装修，反正下次还会住！特别好，推荐！一般不写评论，真的很喜欢！,发表于2019-10-08,6.0,7.0
5.0,非常完美的一次体验，真真正正的物美价廉，前台小姐姐非常nice，主动给我们升级了房间，环境优美，干净整洁。离开酒店的时候，前台很细心询问我们路上需不需要带水，真的很感谢前台葵花和高原两位大美女，有机会再来重庆，还会入住来住酒店。,发表于2019-10-15,36.0,109.0
5.0,酒店服务超nice，前台小姐姐和之前帮我提行李箱上去的小哥哥真的超好，原谅我忘记名字了�，离重庆大礼堂超近！酒店位置也很好找总之超棒！！,发表于2020-02-20,10.0,8.0
5.0,环境不错，服务不错（特别是西西和凡凡两个美女很热情，离店时外面下雨还送我们一把雨伞）设施不错。给满分，下次肯定还住这家。,发表于2020-04-21,2.0,
4.0,酒店位置和地鐵位置很近 走路不用10分鐘 交通很便捷 這個房型的暖氣位置很不恰當 廁所位置像夏天 但是床的位置像冬天 這個需要再改善,发表于2020-01-18,2.0,6.0
5.0,我们去重庆玩儿的时候在来住酒店（解放碑店）住了五晚，酒店热情周到的服务、优越的地理位置和便捷的交通给我们留下了深刻印象。 尤其是小刘和欢欢，一看到我们走进酒店便马上给我们送上两杯酸奶消暑止渴，还主动给我们升级到豪华大床房，很快办完入住手续后，小刘还帮我们拿着行李亲自送我们到房间，告诉我们房间里都有哪些设施，如何点餐等等（酒店的早餐可以在房间里扫码点单，下单后5分钟左右服务员就会用托盘把早餐送到房间里。套餐份量很大，新鲜美味，我们两个大人点一份套餐刚好），让我们真正感受到了宾至如归。 豪华大床房看起来像套房，比较宽敞，设计风格简约时尚、优雅大方、艺术气息浓厚。让人一看便喜欢。 洗手台上摆放着小米家的白色电热水壶、一套精致的迷你茶具（配一罐茶叶）和一应俱全的洗漱用品。 独立浴室里淋浴的水温稳定、出水量大，洗发水、护发素、沐浴露和润肤露香味淡雅、品质上乘。 另外智能马桶、特色拖鞋、卫生间门口的声控小夜灯都让人感受到酒店对客人无微不至的关怀和照顾，让人心里暖暖的。 床垫和枕头软硬适中，都很舒服。 房间里没有烫衣设备，打电话给前台后服务员很快送来一套飞利浦蒸汽挂烫机，蒸汽输出快，操作简单，让人意外和惊喜。 一次我们从外面餐厅打包了樟茶鸭回酒店，酒店也很热情地帮我们用微波炉加热。 酒店离大溪沟地铁站和公交站都很近（走路2、3分钟），无论是去解放碑步行街（2号线临江门站）还是去弹子石老街（公交338）都可直达。去重庆博物馆/重庆中国三峡博物馆和人民广场/大礼堂走路10分钟左右，一路上小餐馆林立，还有一家沃尔玛超市，步行大概5分钟距离。 退房时前台欢欢又专门送我们两瓶水路上喝，超贴心！ 总之入住来住酒店期间，我们不但享受到堪比五星级酒店的专业高效的服务，而且深切体会到了酒店优越的地理位置所带来的方便和快捷，真是十分庆幸千挑万选之后最终选择住在来住，强烈推荐！,发表于2019-09-27,17.0,91.0
4.8,1. 交通：距离大溪沟很近，走路5分钟以内就到，然而重庆的交通真的很不方便，火车站过来的线路并不能直达，所以这站地铁没什么用。但重庆市整个的交通对于游客来说都不是很友好，所以也不是酒店的锅 2. 环境：酒店在小叉路口的往上走20米的位置，很安静也很小资，ins风的装修很适合年轻人体验 3. 服务：工作人员会提前一天电话联系并记录入住时间，感谢太阳和欢欢的贴心服务，笑起来很灿烂可以让人觉得温暖（在此替他们跟老板申请下，不要把评论作为硬性考核指标啦，服务意识是靠个人意愿而不是强迫来的，工作用心是个人职业追求） 4. 房间：房间的物品和洗漱品都很特别，跟别的酒店不一样，让人记住特点啦～很干净很方便很高级的包装，下次可能还会再来哦 5. 感谢那位小男生帮我推荐了旁边的剃砍小面，太好吃了！大家来住的都去尝尝吧！,发表于2019-09-23,7.0,9.0
5.0,酒店位置很好，出轻轨站走2分钟就到酒店了，附近吃的用的都很方便，感觉的到地道重庆人的生活。大礼堂走路就能到，解放碑，李子坝也很近，轻轨和公交车都很方便。酒店前台态度好好哦，我们一来就送上酸奶，还帮我们升了房。房间很干净，还有感应灯的设计很贴心，晚上很安静可以休息的很好。我们住的很舒服，菜市场的重庆小面很好吃，我们比较喜欢市场左拐的面有老鹰茶喝。,发表于2019-10-29,2.0,7.0
4.5,可能我住星级酒店习惯了，不过这个价格真的不具备性价比，停车停了1个小时，周边是旧小区，没有自己的停车场，自驾游不建议入住，靠着马路边那个夜里睡觉隔30分钟停车那里就会叫，酒店新装很大的味道，我们睡觉都是打开窗户睡来着，前台服务还可以，近300的房间不含早餐，自驾游8000公里体验最差的一家,发表于2019-10-30,15.0,34.0
4.0,"酒店在地铁2号线大溪沟站，出地铁口经过楼梯下去，走除路口右手边上一条小斜坡便到，5分钟内。
公交大溪沟静园站，斜坡下就是，3分钟以内。
酒店出行很方便，2站地铁到临江门（解放碑），三站地铁到索道（较场口），基本上有位置坐，较场口便是2号线终点站。往回坐可以到杨家坪（步行街），谢家湾（万象城）。

酒店设施如其他评论ins风，厕所带加热功能不错，但是洗手间空间感窄。如果你是女孩子，基本上你需要自带镜子去窗边化妆，房里都是暗黑，梳妆镜自带隐隐约约的感觉。如果你像我需要工作用到手提电脑，你只可以趴床上，房间不带一张桌子一张椅子！

顺便一提酒店的特色服务：免费运送行李到机场，高铁站。离开酒店前一晚咨询前台服务小哥，需要怎么下单提早多久？告知房间有二维码可以下单，回去找了一圈并没有！再咨询问我几点航班？我说下午5点，服务小哥说你可以明天退房直接来前台下单，12点之前都可以。我信了！当我11点45退房的时候被告知，行李最快要4点送到机场�最后我是自己拉着行李到机场，形同虚设的服务。

酒店附近有面点，包点，便利店，火锅店（不推荐！！），总体是方便，服务就不敢恭维了",发表于2019-12-06,10.0,7.0
